Kraftwerksnummer Bundesnetzagentur;Unternehmen;Kraftwerksname;"PLZ
(Standort Kraftwerk)";"Ort
(Standort Kraftwerk)";Strasse und Hausnummer (Standort Kraftwerk);Bundesland;Blockname;Datum der Aufnahme der kommerziellen Stromeinspeisung der Erzeugungseinheit [Datum/jahr];Kraftwerksstatus (in Betrieb/vorlaeufig stillgelegt/saisonale KonservierungReservekraftwerk/Sonderfall);Energietraeger;"Spezifizierung ""Mehrere Energietraeger"" und ""Sonstige Energietraeger"" - Hauptbrennstoff";"Spezifizierung ""Mehrere Energietraeger"" - Zusatz- / Ersatzbrennstoffe";"Auswertung
Energietraeger (Zuordnung zu einem Hauptenergietraeger bei Mehreren Energietraegern)";"Foerderberechtigt nach EEG
(ja/nein)";"Waermeauskopplung (KWK)
(ja/nein)";Netto-Nennleistung (elektrische Wirkleistung) in MW;Bezeichnung Verknuepfungspunkt (Schaltanlage) mit dem Stromnetz der Allgemeinen Versorgung gemaess Netzbetreiber;Netz- oder Umspannebene des Anschlusses;Name Stromnetzbetreiber
BNA1479;PROKON Regenerative Energien eG;WP Podelzig;15306;Seelow;;Brandenburg;;01.01.2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;18,20 ;UW Seelow;Mittelspannung (MS);E.DIS AG
BNA1428;Photovoltaikkraftwerk Gross Doelln 4 GmbH & Co. KG;;17268;Templin;Vietmannsd.Fl.4,Fls.2,13,17/Gross Doelln Fl.4,Fls.233,224,242;Brandenburg;;01.01.2012;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;18,20 ;;;E.DIS AG
BNA1414;;;38805;Halberstadt;"1/3;2/4;8/1;11/2;11/3;11/4;12/3;12/4;29/1;29/2;2/5;72 etc.";Sachsen-Anhalt;;01.01.2012;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;18,20 ;;;Halberstadtwerke GmbH
BNA1416;Photovoltaikkraftwerk Gross Doelln 5 GmbH & Co. KG;;17268;Templin;Gem.Gross Doelln,Flur1,Flst.90/2,91/2,98,99,100,103,104/2,201,;Brandenburg;;01.01.2012;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;18,10 ;;;E.DIS AG
BNA1402;Delkeskamp Verpackungswerke GmbH;Heizkraftwerk zur Papierfabrik;49638;Nortrup;Hauptstrasse 15;Niedersachsen;;24.01.1996;in Betrieb;Erdgas;;;Erdgas;nein;ja;18,10 ;;;Westnetz GmbH
BNA0966;;;31311;Uetze;;Niedersachsen;;01.01.2001;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,10 ;;Mittelspannung (MS);Avacon AG
BNA0621;Stadtwerke Leipzig GmbH;Biomasseheizkraftwerk Piesteritz;06886;Wittenberg/ Piesteritz;;Sachsen-Anhalt;;03.07.2009;in Betrieb;Biomasse;Waldrestholz;;Biomasse;Ja;Ja;18,10 ;Dessauer Str. 124R, 06886 Lutherstadt Wittenberg;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0103;Stadtwerke Leipzig GmbH;Biomassekraftwerk Bischofferode;37345;Bischofferode;;Thueringen;;30.12.2005;in Betrieb;Biomasse;Waldrestholz;;Biomasse;Ja;Nein;18,10 ;Umspannwerk Bischofferode;Mittelspannung (MS);TEN Thueringer Energienetze GmbH
BNA1936;swb Erzeugung AG & Co. KG;Hybridregelkraftwerk;28207;Bremen;;Bremen;HyReK;01.07.2019;in Betrieb;Batteriespeicher;;;Batteriespeicher;Nein;Ja;18,00 ;;Mittelspannung (MS);
BNA1867;AVG Koeln mbH;AVG Koeln;50735;Koeln;Geestemuender Strasse 23;Nordrhein-Westfalen;Turbosatz 2;01.05.2017;in Betrieb;Abfall;Abfall;keine;Abfall;Nein;Nein;18,00 ;UW Merkenich;25;Rheinische Netzgesellschaft
BNA1823;HelveticWind Deutschland GmbH;HW Windpark Proetzel;15345;Proetzel;;Brandenburg;;21.08.2006;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;18,00 ;UW Moeglin;Hochspannung (HS);E-DIS AG
BNA1774;;WP Stoessen;06667;Stoessen;Flurstueck 61, Flur 4, Gemarkung Stoessen;Sachsen-Anhalt;;01.01.2010;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;;
BNA1331;R.D.M. Arnsberg GmbH;Reno De Medici;59821;Arnsberg;Hellefelderstr. 51;Nordrhein-Westfalen;HD - Kraftwerk;01.01.1923;in Betrieb;Steinkohle;;;Steinkohle;Nein;ja;18,00 ;DE00018144139V592849;Mittelspannung (MS);Westnetz GmbH
BNA1310;Windpark GmbH & Co. Enningerloh KG;Windpark Enningerloh;59320;Enningerloh;;Nordrhein-Westfalen;;05.08.2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;nein;18,00 ;UW Buddenbaum;Mittelspannung (MS);Westnetz GmbH
BNA1307;REG Regenerative Energien Standortentwicklung GmbH & Co. Beverstedt KG;Windpark Lohe;27616;Lohe;;Niedersachsen;;10.10.2007;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;nein;18,00 ;UW Beverstedt;Mittelspannung (MS);EWE NETZ GmbH
BNA1272;KEVAG - Koblenzer Elektrizitaetswerk und Verkehrs-AG;Windpark Waigandshain/Homberg;56477;Waigandshain;Auf der Hoehe 4;Rheinland-Pfalz;;01.01.2004;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;UA Hoehn;Mittelspannung (MS);KEVAG Verteilnetz GmbH 
BNA1267;Stadtwerke Muenchen GmbH;Uppenborn 2;84184;Tiefenbach;;Bayern;2;02.08.1951;in Betrieb;Laufwasser;;;Laufwasser;Nein;Nein;18,00 ;Schaltstelle Leitzachwerk;Hochspannung (HS);SWM Infrastruktur GmbH
BNA1236;Stadtwerke Muenchen GmbH;Windpark Lockstedt;39359;Raetzlingen;;Sachsen-Anhalt;;01.12.2007;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;UW Weferlingen;Mittelspannung (MS);Avacon AG
BNA1064;Windpark Wilstedt GmbH & Co. KG;;27412;Wilstedt;;Niedersachsen;;01.01.2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;USp. Hoch- / Mittelspannung (HS/MS);EWE NETZ GmbH
BNA1033;Breeze Two Energy GmbH & Co. KG;;97956;Werbach;;Baden-Wuerttemberg;;01.01.2007;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;Mittelspannung (MS);Netze BW GmbH
BNA0969a;SWM Services GmbH;Nord 1;85774;Unterfoehring;;Bayern;1;15.09.1991;in Betrieb;Mehrere Energietraeger;Abfall;Stuetzfeuer;Abfall;Nein;Ja;18,00 ;HUW Foehring;Hochspannung (HS);SWM Infrastruktur GmbH
BNA0960b;STAWAG Energie GmbH;"Solar Power Turnow West I GmbH & Co. KG, 
Solar Power Turnow West II GmbH & Co. KG";03185;Turnow-Preilack;;Brandenburg;;01.01.2009;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;18,00 ;;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0911;;;04769;Sornzig-Ablass, OT Ablass;;Sachsen;;01.01.1999;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0891;NSG Netzanschluss Schuby GmbH ;;24855;Schuby;;Schleswig-Holstein;;01.01.2001;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;Mittelspannung (MS);Schleswig-Holstein Netz AG 
BNA0819;N.prior energy GmbH;;06333;Quenstedt;;Sachsen-Anhalt;;01.01.1999;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;USp. Hoch- / Mittelspannung (HS/MS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0794;Windkraft Unger GmbH;;09526;Pfaffroda/E., OT Doernthal;;Sachsen;;01.01.2007;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;USp. Hoch- / Mittelspannung (HS/MS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0768;N.prior energy GmbH;;26842;Ostrhauderfehn;;Niedersachsen;;01.01.1999;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;USp. Hoch- / Mittelspannung (HS/MS);EWE NETZ GmbH
BNA0746;N-ERGIE AG;HKW Sandreuth;90441;Nuernberg;Sandreuthstr. 51;Bayern;;01.09.1996;in Betrieb;Abfall;Abfall (Fremddampfbezug);Erdgas/Oel;Abfall;Nein;Ja;18,00 ;U36 Sandreuth;Hochspannung (HS);Main-Donau Netzgesellschaft
BNA0726;;;24848;Norby;;Schleswig-Holstein;;01.01.2001;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;Mittelspannung (MS);Schleswig-Holstein Netz AG 
BNA0663;Sintfeld REGO-Strom GmbH;;34431;Marsberg ;;Nordrhein-Westfalen;;01.11.2000;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;Hochspannung (HS);Westnetz GmbH
BNA0551;;;39175;Koerbelitz;;Sachsen-Anhalt;;01.01.2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;Hochspannung (HS);HSN Magdeburg GmbH
BNA0475;Windpark Westerwald GmbH;;56462;Hoehn;;Rheinland-Pfalz;;01.01.2004;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;Mittelspannung (MS);KEVAG Verteilnetz GmbH
BNA0436;;;52525;Heinsberg;;Nordrhein-Westfalen;;01.01.2004;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;Mittelspannung (MS);Alliander Netz Heinsberg GmbH
BNA0409;Windpark Hamersen GmbH & Co. KG;;27419;Hamersen;;Niedersachsen;;01.01.2007;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;USp. Hoch- / Mittelspannung (HS/MS);EWE NETZ GmbH
BNA0391;Windpark Freyenstein-Halenbeck GmbH & Co. KG;;16945;Halenbeck;;Brandenburg;;27.11.2006;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;USp. Hoechst- / Hochspannung (HoeS/HS);50Hertz Transmission GmbH
BNA0322;Windpark Breberen GmbH & Co. KG;;52538;Gangelt ;;Nordrhein-Westfalen;;25.08.2005;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;USp. Hoch- / Mittelspannung (HS/MS);Westnetz GmbH
BNA0315;Windpark Ermsleben GmbH & Co. KG;;06464;Frose;72 im Flur 4 Gemarkung Rheinstedt;Sachsen-Anhalt;;01.01.2010;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;USp. Hoch- / Mittelspannung (HS/MS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0282;;;39443;Foerderstedt;;Sachsen-Anhalt;;01.01.2006;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;Mittelspannung (MS);Avacon AG
BNA0156a;Egger Holzwerkstoffe Brilon GmbH & Co. KG;Egger Kraftwerk Brilon;59929;Brilon ;Im Kissen 19;Nordrhein-Westfalen;Biomasse - KWK - Anlage;01.05.1991;in Betrieb;Biomasse;;;Biomasse;Ja;Ja;18,00 ;;10;Westnetz GmbH
BNA0048;Luftstrom Kinzig Trasse GmbH & Co. ;;63628;Bad Soden-Salmuenster;;Hessen;;01.01.2009;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;18,00 ;;USp. Hoch- / Mittelspannung (HS/MS);OsthessenNetz GmbH
BNA0902b;saferay holding GmbH;PVA Senftenberg;01968;Senftenberg;Flur 4, Flurst. 24;Brandenburg;SEBE VI;01.01.2011;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;Nein;17,90 ;UW Senftenberg/West;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0636;MVV Energie AG;BMKW Mannheim;68169;Mannheim;Otto-Hahn-Str. 1;Baden-Wuerttemberg;;28.11.2003;in Betrieb;Biomasse;;;Biomasse;Ja;nein;17,90 ;H80;Mittelspannung (MS);Netrion GmbH
BNA0155;;;16306;Briest;;Brandenburg;;01.01.2002;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;17,90 ;;Hochspannung (HS);E.DIS AG
BNA1522;Geno Bioenergie Leasingfonds Erste GmbH & Co. KG;BioEnergie Park Klarsee;17329;Krackow;Ernst-Roewer-Ring 2;Mecklenburg-Vorpommern;;29.11.2006;in Betrieb;Biomasse;;;Biomasse;Ja;Ja;17,80 ;UW Bertikow;Hoechstspannung (HoeS);50Hertz Transmission GmbH
BNA1411;Photovoltaikkraftwerk Gross Doelln 2 GmbH & Co. KG;;17268;Templin;Gemarkung Vietmannsdorf,Flur4,Flurst.2,10,11,12/2,13,16,17;Brandenburg;;01.01.2012;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;17,80 ;;;E.DIS AG
BNA1140;Uniper Kraftwerke GmbH;Altheim;84051;Essenbach;Kraftwerkstrasse 22;Bayern;Altheim;01.01.1951;in Betrieb;Laufwasser;;;Laufwasser;Nein;Nein;17,80 ;Schaltanlage vor Ort;Hochspannung (HS);Bayernwerk AG
BNA0560;WKN Windkraft Nord GmbH & Co. Windpark Krempdorf KG;;25376;Krempdorf;;Schleswig-Holstein;;01.11.2003;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;17,80 ;;Mittelspannung (MS);Schleswig-Holstein Netz AG 
BNA0051;Cargill Deutschland GmbH;KWK-Anlage Barby;39249;Barby;Monplaisirstr. 22;Sachsen-Anhalt;-;01.05.1994;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;17,80 ;Uebergabe Schaltanlage E.ON;USp. Hoch- / Mittelspannung (HS/MS);Avacon AG
BNA0066;Innogy SE;BMKW Bergkamen;59192;Bergkamen;Ernst-Schering-Strasse 10;Nordrhein-Westfalen;;26.09.2005;in Betrieb;Biomasse;;;Biomasse;Ja;Ja;17,70 ;DE000323591920000304434000000S003;Mittelspannung (MS);GSW Gemeinschaftsstadtwerke GmbH Kamen, Boenen, Bergkamen
BNA1934;BMW AG;KWK Landshut;84030;Landshut;Ohmstrasse 2;Bayern;KWK Landshut;09.01.2019;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;17,60 ;;Mittelspannung (MS);Stadtwerke Landshut
BNA1376;;;04509;Delitzsch;Carl-Friedrich-Benz-Strasse;Sachsen;;01.01.2012;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;17,60 ;;;Technische Werke Delitzsch GmbH
BNA0235;;;99817;Eisenach;;Thueringen;;01.01.1998;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;17,60 ;;Mittelspannung (MS);TEN Thueringer Energienetze GmbH
BNA1793;;Windpark Wiesental;24649;Wiemersdorf;Gemarkung Wiemersdorf Flur 3, Flurstueck 5;Schleswig-Holstein;;01.01.2010;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;17,50 ;;;
BNA1615;;Windpark Kasendorf-Weismain;95359;Kasendorf;;Bayern;;01.01.2014;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;Nein;17,50 ;;USp. Hoch- / Mittelspannung (HS/MS);Bayernwerk AG
BNA1461;CropEnergies Bioethanol GmbH;;06712;Zeitz;Albrechtstr. 54;Sachsen-Anhalt;;15.01.2005;in Betrieb;Braunkohle;;HEL;Braunkohle;Nein;Ja;17,50 ;DE00108106712VN000000000000219997;Mittelspannung (MS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA1053;Buerger-Windpark Wiemersdorf GmbH;;24647;Wiemersdorf;;Schleswig-Holstein;;01.01.2010;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;17,50 ;;Mittelspannung (MS);Schleswig-Holstein Netz AG 
BNA0926a;Sappi Stockstadt GmbH;Heizkraftwerk der Sappi Stockstadt GmbH;63811;Stockstadt;Obernburger Strasse 1-9;Bayern;Biomasseheizkraftwerk;12.01.1970;in Betrieb;Biomasse;Ablauge aus Zellstoffherstellung;Heizoel als Stuetzfeuerung;Biomasse;Ja;Ja;17,50 ;"Primaer Kundenanlage zur betrieblichen Eigenversorgung
; Verbindung mit Netz der allgemeinen Versorgung ueber Trafo 11 (110/20kV)";Hochspannung (HS);Westnetz GmbH
BNA0902c;saferay holding GmbH;PVA Senftenberg;01968;Senftenberg;Flur 4, Flurst. 24;Brandenburg;SEBE V;01.01.2011;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;Nein;17,40 ;UW Senftenberg/West;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA0261b;Erlanger Stadtwerke AG;HKW Erlangen;91052;Erlangen; Aeussere Bruckerstr. 33;Bayern;K6 DT2;04.03.1982;Endgueltig Stillgelegt 2020 (mit StA);Mehrere Energietraeger;Steinkohle, Heizoel;;Steinkohle;Nein;Ja;17,40 ;UW Mitte;Mittelspannung (MS);Erlanger Stadtwerke AG
BNA1955;WKN Windpark Kittlitz III GmbH ? Co. KG;WKN Windpark Kittlitz III GmbH ? Co. KG;03222;Luebbenau;;Brandenburg;;18.10.2019;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;17,30 ;;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
BNA1925;ENGIE Deutschland GmbH;HKW Lusan;07546;Gera;;Thueringen;;18.12.2018;in Betrieb;Erdgas;;;Erdgas;Nein;Ja;17,30 ;;Mittelspannung (MS);Gera Netz GmbH
BNA1844;Trianel Windpark Buchenau GmbH & Co. KG;36132 Eiterfeld;36132;Eiterfeld;;Hessen;;01.01.2016;in Betrieb;Windenergie (Onshore-Anlage);;;Windenergie (Onshore-Anlage);Ja;;17,30 ;UeST Marktstr. 44, 36132 Eiterfeld („UeST 7772 Arzell Marktstrasse WEA“);Mittelspannung (MS);Avacon
BNA1180;Solar Meuro II GmbH & Co. KG;Solar Meuro II GmbH & Co. KG;01998;Klettwitz;Flurstueck 12 Flur 3;Brandenburg;;01.01.2011;in Betrieb;Solare Strahlungsenergie;;;Solare Strahlungsenergie;Ja;;17,30 ;UW Brieske;Hochspannung (HS);Mitteldeutsche Netzgesellschaft Strom mbH
